V1,V2,V3
-169.933333333333,61.9333333333333,-43
-169.8,61.9333333333333,-42
-169.666666666667,61.9333333333333,-43
-169.533333333333,61.9333333333333,-42
-169.4,61.9333333333333,-41
-169.266666666667,61.9333333333333,-39
-169.133333333333,61.9333333333333,-39
-169,61.9333333333333,-37
-168.866666666667,61.9333333333333,-36
-168.733333333333,61.9333333333333,-35
-168.6,61.9333333333333,-33
-168.466666666667,61.9333333333333,-32
-168.333333333333,61.9333333333333,-32
-168.2,61.9333333333333,-31
-168.066666666667,61.9333333333333,-29
-167.933333333333,61.9333333333333,-29
-167.8,61.9333333333333,-28
-167.666666666667,61.9333333333333,-27
-167.533333333333,61.9333333333333,-26
-167.4,61.9333333333333,-24
-167.266666666667,61.9333333333333,-23
-167.133333333333,61.9333333333333,-22
-167,61.9333333333333,-21
-166.866666666667,61.9333333333333,-20
-166.733333333333,61.9333333333333,-19
-166.6,61.9333333333333,-14
-166.466666666667,61.9333333333333,-11
-166.333333333333,61.9333333333333,-8
-166.2,61.9333333333333,-4
-166.066666666667,61.9333333333333,-2
-165.933333333333,61.9333333333333,-2
-165.8,61.9333333333333,-4
-165.666666666667,61.9333333333333,2
-165.533333333333,61.9333333333333,3
-165.4,61.9333333333333,4
-165.266666666667,61.9333333333333,7
-165.133333333333,61.9333333333333,7
-165,61.9333333333333,3
-164.866666666667,61.9333333333333,4
-164.733333333333,61.9333333333333,3
-164.6,61.9333333333333,2
-164.466666666667,61.9333333333333,7
-164.333333333333,61.9333333333333,1
-164.2,61.9333333333333,1
-164.066666666667,61.9333333333333,4
-163.933333333333,61.9333333333333,4
-163.8,61.9333333333333,4
-163.666666666667,61.9333333333333,7
-163.533333333333,61.9333333333333,7
-163.4,61.9333333333333,1
-163.266666666667,61.9333333333333,1
-163.133333333333,61.9333333333333,1
-163,61.9333333333333,17
-162.866666666667,61.9333333333333,1
-162.733333333333,61.9333333333333,3
-162.6,61.9333333333333,6
-162.466666666667,61.9333333333333,2
-162.333333333333,61.9333333333333,2
-162.2,61.9333333333333,2
-162.066666666667,61.9333333333333,126
-161.933333333333,61.9333333333333,134
-161.8,61.9333333333333,393
-161.666666666667,61.9333333333333,122
-161.533333333333,61.9333333333333,123
-161.4,61.9333333333333,30
-161.266666666667,61.9333333333333,116
-161.133333333333,61.9333333333333,68
-161,61.9333333333333,10
-160.866666666667,61.9333333333333,10
-160.733333333333,61.9333333333333,10
-160.6,61.9333333333333,11
-160.466666666667,61.9333333333333,12
-160.333333333333,61.9333333333333,14
-160.2,61.9333333333333,15
-160.066666666667,61.9333333333333,15
-159.933333333333,61.9333333333333,40
-159.8,61.9333333333333,24
-159.666666666667,61.9333333333333,15
-159.533333333333,61.9333333333333,16
-159.4,61.9333333333333,55
-159.266666666667,61.9333333333333,134
-159.133333333333,61.9333333333333,240
-159,61.9333333333333,136
-158.866666666667,61.9333333333333,284
-158.733333333333,61.9333333333333,231
-158.6,61.9333333333333,230
