V1,V2,V3
-146.627712854758,62,703
-146.560934891486,62,637
-146.494156928214,62,594
-146.427378964942,62,564
-146.360601001669,62,560
-146.293823038397,62,580
-146.227045075125,62,627
-146.160267111853,62,664
-146.093489148581,62,671
-146.026711185309,62,668
-145.959933222037,62,677
-145.893155258765,62,704
-145.826377295492,62,686
-145.75959933222,62,657
-145.692821368948,62,590
-145.626043405676,62,532
-145.559265442404,62,498
-145.492487479132,62,471
-145.42570951586,62,443
-145.358931552588,62,391
-145.292153589316,62,349
-145.225375626043,62,415
-145.158597662771,62,512
-145.091819699499,62,602
-145.025041736227,62,677
-144.958263772955,62,733
-144.891485809683,62,801
-144.824707846411,62,903
-144.757929883139,62,1069
-144.691151919866,62,1147
-144.624373956594,62,1060
-144.557595993322,62,1092
-144.49081803005,62,1536
-144.424040066778,62,1450
-144.357262103506,62,1390
-144.290484140234,62,1708
-144.223706176962,62,1825
-144.156928213689,62,2549
-144.090150250417,62,3444
-144.023372287145,62,3706
-143.956594323873,62,3691
-143.889816360601,62,3620
-143.823038397329,62,3002
-143.756260434057,62,2782
-143.689482470785,62,2650
-143.622704507513,62,2733
-143.55592654424,62,2648
-143.489148580968,62,2442
-143.422370617696,62,2402
-143.355592654424,62,2273
-143.288814691152,62,2244
-143.22203672788,62,2284
-143.155258764608,62,2124
-143.088480801336,62,1841
-143.021702838063,62,1646
-142.954924874791,62,1662
-142.888146911519,62,1814
-142.821368948247,62,1552
-142.754590984975,62,2066
-142.687813021703,62,2437
-142.621035058431,62,2547
-142.554257095159,62,2300
-142.487479131886,62,2265
-142.420701168614,62,1838
-142.353923205342,62,1556
-142.28714524207,62,1981
-142.220367278798,62,2064
-142.153589315526,62,1724
-142.086811352254,62,1444
-142.020033388982,62,1324
-141.95325542571,62,1328
-141.886477462437,62,1526
-141.819699499165,62,1722
-141.752921535893,62,1512
-141.686143572621,62,1443
-141.619365609349,62,1552
-141.552587646077,62,1508
-141.485809682805,62,1405
-141.419031719533,62,1445
-141.35225375626,62,1363
-141.285475792988,62,1379
-141.218697829716,62,1424
-141.151919866444,62,1309
-141.085141903172,62,1234
-141.0183639399,62,1194
-140.951585976628,62,1134
-140.884808013356,62,1078
-140.818030050083,62,1519
-140.751252086811,62,1645
-140.684474123539,62,1471
-140.617696160267,62,1377
-140.550918196995,62,922
-140.484140233723,62,735
-140.417362270451,62,704
-140.350584307179,62,956
-140.283806343907,62,996
-140.217028380634,62,1053
-140.150250417362,62,974
-140.08347245409,62,1145
-140.016694490818,62,976
-139.949916527546,62,942
-139.883138564274,62,816
-139.816360601002,62,793
-139.74958263773,62,1082
-139.682804674457,62,1253
-139.616026711185,62,1088
-139.549248747913,62,1327
-139.482470784641,62,1154
-139.415692821369,62,1181
-139.348914858097,62,1147
-139.282136894825,62,1128
-139.215358931553,62,1101
-139.14858096828,62,1012
-139.081803005008,62,927
-139.015025041736,62,905
-138.948247078464,62,1028
-138.881469115192,62,1272
-138.81469115192,62,1321
-138.747913188648,62,1227
-138.681135225376,62,1271
-138.614357262104,62,1447
-138.547579298831,62,1262
-138.480801335559,62,1298
-138.414023372287,62,1216
-138.347245409015,62,1157
-138.280467445743,62,1091
-138.213689482471,62,862
-138.146911519199,62,927
-138.080133555927,62,1097
-138.013355592654,62,1169
-137.946577629382,62,1147
-137.87979966611,62,1297
-137.813021702838,62,1223
-137.746243739566,62,1193
-137.679465776294,62,1049
-137.612687813022,62,1100
-137.54590984975,62,1214
-137.479131886477,62,1209
-137.412353923205,62,1155
-137.345575959933,62,1069
-137.278797996661,62,1002
-137.212020033389,62,1025
-137.145242070117,62,1031
-137.078464106845,62,1125
-137.011686143573,62,1139
-136.944908180301,62,1117
-136.878130217028,62,1156
-136.811352253756,62,1184
-136.744574290484,62,1199
-136.677796327212,62,1212
-136.61101836394,62,1201
-136.544240400668,62,1064
-136.477462437396,62,928
-136.410684474124,62,864
-136.343906510851,62,751
-136.277128547579,62,850
-136.210350584307,62,650
-136.143572621035,62,918
-136.076794657763,62,1080
-136.010016694491,62,926
-135.943238731219,62,846
-135.876460767947,62,720
-135.809682804674,62,575
-135.742904841402,62,611
-135.67612687813,62,768
-135.609348914858,62,728
-135.542570951586,62,837
-135.475792988314,62,774
-135.409015025042,62,663
-135.34223706177,62,764
-135.275459098497,62,731
-135.208681135225,62,742
-135.141903171953,62,730
-135.075125208681,62,707
-135.008347245409,62,755
-134.941569282137,62,760
-134.874791318865,62,721
-134.808013355593,62,792
-134.741235392321,62,833
-134.674457429048,62,879
-134.607679465776,62,841
-134.540901502504,62,853
-134.474123539232,62,1153
-134.40734557596,62,1325
-134.340567612688,62,1354
-134.273789649416,62,1107
-134.207011686144,62,1156
-134.140233722871,62,1442
-134.073455759599,62,1295
-134.006677796327,62,1229
-133.939899833055,62,1535
-133.873121869783,62,1469
-133.806343906511,62,1309
-133.739565943239,62,1557
-133.672787979967,62,1692
-133.606010016694,62,1600
-133.539232053422,62,1884
-133.47245409015,62,1791
-133.405676126878,62,1799
-133.338898163606,62,1647
-133.272120200334,62,1393
-133.205342237062,62,1366
-133.13856427379,62,1399
-133.071786310518,62,1351
-133.005008347245,62,1452
-132.938230383973,62,1419
-132.871452420701,62,1329
-132.804674457429,62,1252
-132.737896494157,62,1085
-132.671118530885,62,913
-132.604340567613,62,820
-132.537562604341,62,821
-132.470784641068,62,848
-132.404006677796,62,871
-132.337228714524,62,794
-132.270450751252,62,1040
-132.20367278798,62,1154
-132.136894824708,62,1121
-132.070116861436,62,982
-132.003338898164,62,873
-131.936560934891,62,847
-131.869782971619,62,817
-131.803005008347,62,827
-131.736227045075,62,853
-131.669449081803,62,844
-131.602671118531,62,898
-131.535893155259,62,946
-131.469115191987,62,1047
-131.402337228715,62,1171
-131.335559265442,62,1184
-131.26878130217,62,1162
-131.202003338898,62,1016
-131.135225375626,62,907
-131.068447412354,62,873
-131.001669449082,62,876
-130.93489148581,62,879
-130.868113522538,62,880
-130.801335559265,62,894
-130.734557595993,62,958
-130.667779632721,62,1013
-130.601001669449,62,929
-130.534223706177,62,899
-130.467445742905,62,971
-130.400667779633,62,1116
-130.333889816361,62,1316
-130.267111853088,62,1365
-130.200333889816,62,1474
-130.133555926544,62,1451
-130.066777963272,62,1601
-130,62,1331
-170,61.9328859060403,-44
-169.933222036728,61.9328859060403,-43
-169.866444073456,61.9328859060403,-43
-169.799666110184,61.9328859060403,-43
-169.732888146912,61.9328859060403,-42
-169.666110183639,61.9328859060403,-42
-169.599332220367,61.9328859060403,-41
-169.532554257095,61.9328859060403,-41
-169.465776293823,61.9328859060403,-40
-169.398998330551,61.9328859060403,-40
-169.332220367279,61.9328859060403,-39
-169.265442404007,61.9328859060403,-39
-169.198664440735,61.9328859060403,-39
-169.131886477462,61.9328859060403,-38
-169.06510851419,61.9328859060403,-38
-168.998330550918,61.9328859060403,-37
-168.931552587646,61.9328859060403,-37
-168.864774624374,61.9328859060403,-36
-168.797996661102,61.9328859060403,-36
-168.73121869783,61.9328859060403,-35
-168.664440734558,61.9328859060403,-35
-168.597662771285,61.9328859060403,-34
-168.530884808013,61.9328859060403,-34
-168.464106844741,61.9328859060403,-33
-168.397328881469,61.9328859060403,-33
-168.330550918197,61.9328859060403,-32
-168.263772954925,61.9328859060403,-32
-168.196994991653,61.9328859060403,-31
-168.130217028381,61.9328859060403,-31
-168.063439065109,61.9328859060403,-30
-167.996661101836,61.9328859060403,-30
-167.929883138564,61.9328859060403,-29
-167.863105175292,61.9328859060403,-28
-167.79632721202,61.9328859060403,-28
-167.729549248748,61.9328859060403,-27
-167.662771285476,61.9328859060403,-27
-167.595993322204,61.9328859060403,-26
-167.529215358932,61.9328859060403,-26
-167.462437395659,61.9328859060403,-25
-167.395659432387,61.9328859060403,-25
-167.328881469115,61.9328859060403,-24
-167.262103505843,61.9328859060403,-23
-167.195325542571,61.9328859060403,-23
-167.128547579299,61.9328859060403,-22
-167.061769616027,61.9328859060403,-22
-166.994991652755,61.9328859060403,-21
-166.928213689482,61.9328859060403,-21
-166.86143572621,61.9328859060403,-20
-166.794657762938,61.9328859060403,-20
-166.727879799666,61.9328859060403,-18
-166.661101836394,61.9328859060403,-16
-166.594323873122,61.9328859060403,-15
-166.52754590985,61.9328859060403,-13
-166.460767946578,61.9328859060403,-11
-166.393989983306,61.9328859060403,-9
-166.327212020033,61.9328859060403,-7
-166.260434056761,61.9328859060403,-5
-166.193656093489,61.9328859060403,-3
-166.126878130217,61.9328859060403,-2
-166.060100166945,61.9328859060403,-1
-165.993322203673,61.9328859060403,-1
-165.926544240401,61.9328859060403,-1
-165.859766277129,61.9328859060403,-1
-165.792988313856,61.9328859060403,-2
-165.726210350584,61.9328859060403,-1
-165.659432387312,61.9328859060403,2
-165.59265442404,61.9328859060403,3
-165.525876460768,61.9328859060403,3
-165.459098497496,61.9328859060403,3
-165.392320534224,61.9328859060403,4
-165.325542570952,61.9328859060403,5
-165.258764607679,61.9328859060403,5
-165.191986644407,61.9328859060403,6
-165.125208681135,61.9328859060403,7
-165.058430717863,61.9328859060403,6
-164.991652754591,61.9328859060403,4
-164.924874791319,61.9328859060403,4
-164.858096828047,61.9328859060403,4
-164.791318864775,61.9328859060403,4
-164.724540901503,61.9328859060403,3
-164.65776293823,61.9328859060403,12
-164.590984974958,61.9328859060403,4
-164.524207011686,61.9328859060403,4
-164.457429048414,61.9328859060403,7
-164.390651085142,61.9328859060403,5
-164.32387312187,61.9328859060403,4
-164.257095158598,61.9328859060403,3
-164.190317195326,61.9328859060403,3
-164.123539232053,61.9328859060403,2
-164.056761268781,61.9328859060403,4
-163.989983305509,61.9328859060403,3
-163.923205342237,61.9328859060403,5
-163.856427378965,61.9328859060403,6
-163.789649415693,61.9328859060403,4
-163.722871452421,61.9328859060403,6
-163.656093489149,61.9328859060403,7
-163.589315525876,61.9328859060403,7
-163.522537562604,61.9328859060403,7
-163.455759599332,61.9328859060403,4
-163.38898163606,61.9328859060403,2
-163.322203672788,61.9328859060403,1
-163.255425709516,61.9328859060403,1
-163.188647746244,61.9328859060403,2
-163.121869782972,61.9328859060403,2
-163.055091819699,61.9328859060403,1
-162.988313856427,61.9328859060403,24
-162.921535893155,61.9328859060403,40
-162.854757929883,61.9328859060403,3
-162.787979966611,61.9328859060403,1
-162.721202003339,61.9328859060403,2
-162.654424040067,61.9328859060403,3
-162.587646076795,61.9328859060403,6
-162.520868113523,61.9328859060403,4
-162.45409015025,61.9328859060403,3
-162.387312186978,61.9328859060403,3
-162.320534223706,61.9328859060403,4
-162.253756260434,61.9328859060403,5
-162.186978297162,61.9328859060403,4
-162.12020033389,61.9328859060403,42
-162.053422370618,61.9328859060403,189
-161.986644407346,61.9328859060403,132
-161.919866444073,61.9328859060403,140
-161.853088480801,61.9328859060403,233
-161.786310517529,61.9328859060403,239
-161.719532554257,61.9328859060403,167
-161.652754590985,61.9328859060403,112
-161.585976627713,61.9328859060403,159
-161.519198664441,61.9328859060403,191
-161.452420701169,61.9328859060403,99
-161.385642737896,61.9328859060403,42
-161.318864774624,61.9328859060403,69
-161.252086811352,61.9328859060403,100
-161.18530884808,61.9328859060403,55
-161.118530884808,61.9328859060403,52
-161.051752921536,61.9328859060403,106
-160.984974958264,61.9328859060403,35
-160.918196994992,61.9328859060403,10
-160.85141903172,61.9328859060403,11
-160.784641068447,61.9328859060403,11
-160.717863105175,61.9328859060403,11
-160.651085141903,61.9328859060403,12
-160.584307178631,61.9328859060403,12
-160.517529215359,61.9328859060403,12
-160.450751252087,61.9328859060403,13
-160.383973288815,61.9328859060403,13
-160.317195325543,61.9328859060403,13
-160.25041736227,61.9328859060403,14
-160.183639398998,61.9328859060403,15
-160.116861435726,61.9328859060403,14
-160.050083472454,61.9328859060403,17
-159.983305509182,61.9328859060403,24
-159.91652754591,61.9328859060403,30
-159.849749582638,61.9328859060403,27
-159.782971619366,61.9328859060403,21
-159.716193656093,61.9328859060403,16
-159.649415692821,61.9328859060403,17
-159.582637729549,61.9328859060403,22
-159.515859766277,61.9328859060403,27
-159.449081803005,61.9328859060403,41
-159.382303839733,61.9328859060403,66
-159.315525876461,61.9328859060403,108
-159.248747913189,61.9328859060403,235
-159.181969949917,61.9328859060403,308
-159.115191986644,61.9328859060403,259
-159.048414023372,61.9328859060403,202
-158.9816360601,61.9328859060403,158
-158.914858096828,61.9328859060403,199
-158.848080133556,61.9328859060403,229
-158.781302170284,61.9328859060403,206
-158.714524207012,61.9328859060403,225
-158.64774624374,61.9328859060403,229
-158.580968280467,61.9328859060403,232
-158.514190317195,61.9328859060403,240
-158.447412353923,61.9328859060403,231
-158.380634390651,61.9328859060403,200
-158.313856427379,61.9328859060403,143
-158.247078464107,61.9328859060403,158
-158.180300500835,61.9328859060403,155
-158.113522537563,61.9328859060403,203
-158.04674457429,61.9328859060403,272
-157.979966611018,61.9328859060403,263
-157.913188647746,61.9328859060403,209
-157.846410684474,61.9328859060403,167
-157.779632721202,61.9328859060403,147
-157.71285475793,61.9328859060403,120
-157.646076794658,61.9328859060403,226
-157.579298831386,61.9328859060403,307
-157.512520868114,61.9328859060403,338
-157.445742904841,61.9328859060403,234
-157.378964941569,61.9328859060403,233
-157.312186978297,61.9328859060403,247
-157.245409015025,61.9328859060403,226
-157.178631051753,61.9328859060403,236
-157.111853088481,61.9328859060403,332
-157.045075125209,61.9328859060403,346
-156.978297161937,61.9328859060403,256
-156.911519198664,61.9328859060403,237
-156.844741235392,61.9328859060403,197
-156.77796327212,61.9328859060403,146
-156.711185308848,61.9328859060403,102
-156.644407345576,61.9328859060403,142
-156.577629382304,61.9328859060403,190
-156.510851419032,61.9328859060403,115
-156.44407345576,61.9328859060403,177
-156.377295492487,61.9328859060403,201
-156.310517529215,61.9328859060403,108
-156.243739565943,61.9328859060403,81
-156.176961602671,61.9328859060403,89
-156.110183639399,61.9328859060403,92
-156.043405676127,61.9328859060403,101
-155.976627712855,61.9328859060403,105
-155.909849749583,61.9328859060403,109
-155.843071786311,61.9328859060403,118
-155.776293823038,61.9328859060403,126
-155.709515859766,61.9328859060403,133
-155.642737896494,61.9328859060403,141
-155.575959933222,61.9328859060403,159
-155.50918196995,61.9328859060403,201
-155.442404006678,61.9328859060403,273
-155.375626043406,61.9328859060403,319
-155.308848080134,61.9328859060403,357
-155.242070116861,61.9328859060403,366
-155.175292153589,61.9328859060403,496
-155.108514190317,61.9328859060403,474
-155.041736227045,61.9328859060403,505
-154.974958263773,61.9328859060403,506
-154.908180300501,61.9328859060403,741
-154.841402337229,61.9328859060403,780
-154.774624373957,61.9328859060403,597
-154.707846410684,61.9328859060403,669
-154.641068447412,61.9328859060403,653
-154.57429048414,61.9328859060403,527
-154.507512520868,61.9328859060403,477
-154.440734557596,61.9328859060403,540
-154.373956594324,61.9328859060403,656
-154.307178631052,61.9328859060403,841
-154.24040066778,61.9328859060403,970
-154.173622704508,61.9328859060403,1031
-154.106844741235,61.9328859060403,1097
-154.040066777963,61.9328859060403,1140
-153.973288814691,61.9328859060403,1453
-153.906510851419,61.9328859060403,1713
-153.839732888147,61.9328859060403,1869
-153.772954924875,61.9328859060403,1782
-153.706176961603,61.9328859060403,1633
-153.639398998331,61.9328859060403,1201
-153.572621035058,61.9328859060403,983
-153.505843071786,61.9328859060403,1520
-153.439065108514,61.9328859060403,1070
-153.372287145242,61.9328859060403,851
-153.30550918197,61.9328859060403,1062
-153.238731218698,61.9328859060403,1091
-153.171953255426,61.9328859060403,860
-153.105175292154,61.9328859060403,876
-153.038397328881,61.9328859060403,1354
-152.971619365609,61.9328859060403,1445
-152.904841402337,61.9328859060403,1433
-152.838063439065,61.9328859060403,1319
-152.771285475793,61.9328859060403,1045
-152.704507512521,61.9328859060403,595
-152.637729549249,61.9328859060403,788
-152.570951585977,61.9328859060403,1022
-152.504173622705,61.9328859060403,996
-152.437395659432,61.9328859060403,1172
-152.37061769616,61.9328859060403,1111
-152.303839732888,61.9328859060403,1029
-152.237061769616,61.9328859060403,810
-152.170283806344,61.9328859060403,653
-152.103505843072,61.9328859060403,326
-152.0367278798,61.9328859060403,268
-151.969949916528,61.9328859060403,317
-151.903171953255,61.9328859060403,495
-151.836393989983,61.9328859060403,599
-151.769616026711,61.9328859060403,383
-151.702838063439,61.9328859060403,224
-151.636060100167,61.9328859060403,163
-151.569282136895,61.9328859060403,113
-151.502504173623,61.9328859060403,113
-151.435726210351,61.9328859060403,152
-151.368948247078,61.9328859060403,88
-151.302170283806,61.9328859060403,59
-151.235392320534,61.9328859060403,55
-151.168614357262,61.9328859060403,58
-151.10183639399,61.9328859060403,84
-151.035058430718,61.9328859060403,72
-150.968280467446,61.9328859060403,55
-150.901502504174,61.9328859060403,38
-150.834724540902,61.9328859060403,35
-150.767946577629,61.9328859060403,52
-150.701168614357,61.9328859060403,66
-150.634390651085,61.9328859060403,122
-150.567612687813,61.9328859060403,123
-150.500834724541,61.9328859060403,84
-150.434056761269,61.9328859060403,61
-150.367278797997,61.9328859060403,44
-150.300500834725,61.9328859060403,50
-150.233722871452,61.9328859060403,55
-150.16694490818,61.9328859060403,49
-150.100166944908,61.9328859060403,50
-150.033388981636,61.9328859060403,69
-149.966611018364,61.9328859060403,92
-149.899833055092,61.9328859060403,138
-149.83305509182,61.9328859060403,229
-149.766277128548,61.9328859060403,476
-149.699499165275,61.9328859060403,798
-149.632721202003,61.9328859060403,889
-149.565943238731,61.9328859060403,891
-149.499165275459,61.9328859060403,1072
-149.432387312187,61.9328859060403,1159
-149.365609348915,61.9328859060403,1237
-149.298831385643,61.9328859060403,1350
-149.232053422371,61.9328859060403,1352
-149.165275459098,61.9328859060403,1064
-149.098497495826,61.9328859060403,1421
-149.031719532554,61.9328859060403,1334
-148.964941569282,61.9328859060403,1357
-148.89816360601,61.9328859060403,1482
-148.831385642738,61.9328859060403,1666
-148.764607679466,61.9328859060403,1479
-148.697829716194,61.9328859060403,1376
-148.631051752922,61.9328859060403,1058
-148.564273789649,61.9328859060403,1129
-148.497495826377,61.9328859060403,1392
-148.430717863105,61.9328859060403,1378
-148.363939899833,61.9328859060403,995
-148.297161936561,61.9328859060403,1003
-148.230383973289,61.9328859060403,1366
-148.163606010017,61.9328859060403,1140
-148.096828046745,61.9328859060403,1158
-148.030050083472,61.9328859060403,1405
-147.9632721202,61.9328859060403,1569
-147.896494156928,61.9328859060403,1581
-147.829716193656,61.9328859060403,1417
-147.762938230384,61.9328859060403,1205
-147.696160267112,61.9328859060403,1169
-147.62938230384,61.9328859060403,1020
-147.562604340568,61.9328859060403,961
-147.495826377295,61.9328859060403,1158
-147.429048414023,61.9328859060403,1197
-147.362270450751,61.9328859060403,1045
-147.295492487479,61.9328859060403,946
-147.228714524207,61.9328859060403,932
-147.161936560935,61.9328859060403,915
-147.095158597663,61.9328859060403,825
-147.028380634391,61.9328859060403,711
-146.961602671119,61.9328859060403,735
-146.894824707846,61.9328859060403,934
-146.828046744574,61.9328859060403,1053
-146.761268781302,61.9328859060403,943
-146.69449081803,61.9328859060403,1001
-146.627712854758,61.9328859060403,864
-146.560934891486,61.9328859060403,611
-146.494156928214,61.9328859060403,544
-146.427378964942,61.9328859060403,612
-146.360601001669,61.9328859060403,839
