"","par","est","sd","lwr","upr","model","year","Ecov"
"456","log_SSB",186761.335885374,0.287912740728109,106221.076673483,328369.827100395,"fit0",2009,"SST"
"457","log_SSB",243445.186694705,0.255914740023347,147421.955539125,402013.110652917,"fit0",2010,"SST"
"458","log_SSB",277566.663200203,0.239227579560097,173673.148559371,443610.61660466,"fit0",2011,"SST"
"459","log_SSB",290768.495770683,0.238702291782645,182120.928999322,464231.75302966,"fit0",2012,"SST"
"460","log_SSB",306744.518390336,0.254434929910962,186293.381482211,505075.375270397,"fit0",2013,"SST"
"461","log_SSB",229370.720647822,0.272809734884931,134374.742376786,391523.93195278,"fit0",2014,"SST"
"462","log_SSB",206872.356156123,0.300133337766825,114874.545491167,372547.038672518,"fit0",2015,"SST"
"463","log_SSB",228432.023684351,0.238817050734097,143044.712654175,364789.361845768,"fit0",2016,"SST"
"464","log_SSB",314433.392178301,0.221366319209249,203750.107246421,485243.220005665,"fit0",2017,"SST"
"465","log_SSB",302822.600706803,0.237617864088886,190074.508297016,482450.425995768,"fit0",2018,"SST"
"466","log_SSB",237734.248015142,0.269997892727712,140044.128298959,403569.741665098,"fit0",2019,"SST"
"467","log_SSB",167493.133414982,0.317572046707924,89882.3096780795,312118.701017433,"fit0",2020,"SST"
"468","log_SSB",184978.37183969,0.319912461820852,98811.1531089096,346286.80034478,"fit0",2021,"SST"
"469","log_SSB",126749.837725102,0.345243980359658,64427.280952856,249358.98466824,"fit1",1970,"SST"
"470","log_SSB",131551.919821186,0.353705560968786,65768.3488266905,263134.287501173,"fit1",1971,"SST"
"471","log_SSB",128668.018060889,0.36738682211945,62624.5524236249,264360.514063678,"fit1",1972,"SST"
"472","log_SSB",113149.552911845,0.397089239643581,51956.9510392809,246412.098247857,"fit1",1973,"SST"
"473","log_SSB",103153.994500545,0.372989559627128,49658.1947418942,214279.770674815,"fit1",1974,"SST"
"474","log_SSB",111648.771751338,0.287434192714357,63560.1663973312,196120.446816604,"fit1",1975,"SST"
"475","log_SSB",144896.960129467,0.219736093237756,94192.4591854196,222896.070835468,"fit1",1976,"SST"
"476","log_SSB",161277.895337697,0.218343859162404,105127.612683588,247418.911745322,"fit1",1977,"SST"
"477","log_SSB",150938.513490798,0.2497030473343,92522.7523559409,246236.026001111,"fit1",1978,"SST"
"478","log_SSB",159181.627060859,0.260444093780353,95542.907046474,265208.492990662,"fit1",1979,"SST"
"479","log_SSB",213107.693528924,0.25102198695999,130294.144812429,348556.63780285,"fit1",1980,"SST"
"480","log_SSB",236167.451615629,0.239635457728813,147651.622509129,377747.729789914,"fit1",1981,"SST"
"481","log_SSB",387210.963839468,0.226558481258844,248368.876778147,603667.949311603,"fit1",1982,"SST"
"482","log_SSB",544016.100638999,0.226602588243933,348918.290525675,848202.93401238,"fit1",1983,"SST"
"483","log_SSB",608406.912599548,0.243152044507381,377762.5845223,979871.979028836,"fit1",1984,"SST"
"484","log_SSB",566035.763758227,0.274910232753085,330244.472804079,970179.706969503,"fit1",1985,"SST"
"485","log_SSB",529199.163265509,0.304713219414413,291233.963102923,961604.036209002,"fit1",1986,"SST"
"486","log_SSB",513752.860286633,0.30051113857794,285071.635595109,925879.563225212,"fit1",1987,"SST"
"487","log_SSB",514434.658329559,0.292879072693621,289752.052068414,913343.03174552,"fit1",1988,"SST"
"488","log_SSB",533372.916204466,0.271188112972724,313466.386197125,907550.794175279,"fit1",1989,"SST"
"489","log_SSB",547490.75717026,0.266990416079026,324421.749125037,923939.686520023,"fit1",1990,"SST"
"490","log_SSB",545453.428751399,0.270013796359413,321304.858457203,925972.437408027,"fit1",1991,"SST"
"491","log_SSB",502941.301088595,0.266569682689012,298269.335161521,848058.859968658,"fit1",1992,"SST"
"492","log_SSB",539743.574885077,0.253910513843314,328136.459956969,887810.902415189,"fit1",1993,"SST"
"493","log_SSB",626491.629647659,0.245283256972007,387369.969571336,1013221.96569061,"fit1",1994,"SST"
"494","log_SSB",521416.863754902,0.24582488890954,322058.45358232,844180.746643574,"fit1",1995,"SST"
"495","log_SSB",482242.379169475,0.243417599899187,299270.65158554,777081.584963116,"fit1",1996,"SST"
"496","log_SSB",430956.224386419,0.244855026377732,266690.994895363,696398.719462824,"fit1",1997,"SST"
"497","log_SSB",340230.455553792,0.255371269123517,206251.337691492,561241.27087839,"fit1",1998,"SST"
"498","log_SSB",321999.545785285,0.259613859954818,193583.117767737,535603.045769367,"fit1",1999,"SST"
"499","log_SSB",309009.496212782,0.26453374516864,183990.820536364,518976.264529489,"fit1",2000,"SST"
"500","log_SSB",294948.033032737,0.27513604390572,172006.546228235,505761.810218827,"fit1",2001,"SST"
"501","log_SSB",258830.680001229,0.282967694032407,148644.481173656,450694.97623415,"fit1",2002,"SST"
"502","log_SSB",242518.862707781,0.277085474310591,140891.763672134,417450.937060761,"fit1",2003,"SST"
"503","log_SSB",266697.000128687,0.252882836074491,162465.037424058,437800.593933253,"fit1",2004,"SST"
"504","log_SSB",325708.608008597,0.253052344763817,198347.500506492,534849.680787513,"fit1",2005,"SST"
"505","log_SSB",363654.935756784,0.26101998393774,218024.244697213,606560.579920502,"fit1",2006,"SST"
"506","log_SSB",337375.075575694,0.27244311195019,197790.184762332,575468.098967982,"fit1",2007,"SST"
"507","log_SSB",344088.699118535,0.275345060662525,200582.002170059,590267.479535402,"fit1",2008,"SST"
"508","log_SSB",330292.962568575,0.270541762511177,194361.178200216,561292.343113638,"fit1",2009,"SST"
"509","log_SSB",412654.535284952,0.250721723576916,252445.703109407,674536.200829853,"fit1",2010,"SST"
"510","log_SSB",449104.170145644,0.239746830241127,280718.132394147,718494.932700021,"fit1",2011,"SST"
"511","log_SSB",455354.544662529,0.238502481517683,285320.032347141,726719.955970509,"fit1",2012,"SST"
"512","log_SSB",477124.345734443,0.24738813455294,293799.157481042,774841.02828719,"fit1",2013,"SST"
"513","log_SSB",351995.405494244,0.257324308117596,212568.115180823,582875.589707611,"fit1",2014,"SST"
"514","log_SSB",308230.04133333,0.272807919403274,180574.397904454,526130.832957926,"fit1",2015,"SST"
"515","log_SSB",277303.477107326,0.230097611912391,176641.308776503,435329.759207729,"fit1",2016,"SST"
"516","log_SSB",344642.862122147,0.214678695141185,226272.14497409,524937.359944797,"fit1",2017,"SST"
"517","log_SSB",315551.203528599,0.229204401982541,201357.177632445,494507.140093641,"fit1",2018,"SST"
"518","log_SSB",236179.896196139,0.258791745128105,142218.124380155,392221.059097322,"fit1",2019,"SST"
"519","log_SSB",162379.490332299,0.303562714973446,89563.9779509468,294394.012903472,"fit1",2020,"SST"
"520","log_SSB",183820.640480757,0.300801409698711,101940.543778437,331467.997072852,"fit1",2021,"SST"
"521","log_SSB",123306.409208141,0.347840958548348,62358.7569578525,243822.540627005,"fit2",1970,"SST"
"522","log_SSB",127885.215022027,0.356641107206375,63568.4026889677,257276.060580777,"fit2",1971,"SST"
"523","log_SSB",124929.503131831,0.37095777968863,60380.8713376803,258482.20482745,"fit2",1972,"SST"
"524","log_SSB",109516.068388866,0.402332593239202,49774.3304844141,240962.944526405,"fit2",1973,"SST"
"525","log_SSB",99766.0213773084,0.37872749770574,47490.1234798496,209585.87369605,"fit2",1974,"SST"
"526","log_SSB",108424.987591431,0.29263035882855,61099.4626765054,192407.22289891,"fit2",1975,"SST"
"527","log_SSB",141453.883686746,0.225670275715215,90890.9115485118,220145.236406655,"fit2",1976,"SST"
"528","log_SSB",157493.619811814,0.226425133608708,101047.599342351,245470.851785317,"fit2",1977,"SST"
"529","log_SSB",146986.183461315,0.26129977889082,88075.202700354,245301.03214212,"fit2",1978,"SST"
"530","log_SSB",154867.180607983,0.275644319295766,90224.8587004777,265823.011251096,"fit2",1979,"SST"
"531","log_SSB",207546.88287694,0.269539881833755,122371.204779413,352008.535583048,"fit2",1980,"SST"
"532","log_SSB",230283.403944046,0.261163903764233,138024.263212355,384211.043028482,"fit2",1981,"SST"
"533","log_SSB",378295.183823326,0.24992829040357,231786.189850207,617410.580830581,"fit2",1982,"SST"
"534","log_SSB",531951.85696467,0.251780879280499,324752.212165233,871349.809263763,"fit2",1983,"SST"
"535","log_SSB",594276.981051632,0.271866218092972,348796.173423096,1012525.8162722,"fit2",1984,"SST"
"536","log_SSB",551094.899110048,0.310354812090408,299948.739977591,1012524.96625858,"fit2",1985,"SST"
"537","log_SSB",513666.782405416,0.347522100722833,259934.962255802,1015075.31367433,"fit2",1986,"SST"
"538","log_SSB",498672.063047197,0.345180824478726,253507.719805234,980931.967889575,"fit2",1987,"SST"
"539","log_SSB",499543.685689286,0.338249523449019,257424.374869586,969387.199788121,"fit2",1988,"SST"
"540","log_SSB",518554.775523137,0.315107102336368,279621.175869644,961654.833120395,"fit2",1989,"SST"
"541","log_SSB",531657.662125927,0.310942834927334,289036.169282936,977939.440584378,"fit2",1990,"SST"
"542","log_SSB",528302.584863771,0.315028289723001,284921.51292534,979580.721399853,"fit2",1991,"SST"
"543","log_SSB",485743.772033097,0.311665180414468,263701.429221404,894750.600198075,"fit2",1992,"SST"
"544","log_SSB",521430.805635182,0.298359415985311,290554.779133407,935761.875527497,"fit2",1993,"SST"
"545","log_SSB",607576.274343612,0.289459315530723,344514.942293106,1071503.39166189,"fit2",1994,"SST"
"546","log_SSB",508600.754744273,0.291024933006315,287509.087449797,899709.744901931,"fit2",1995,"SST"
"547","log_SSB",474051.843068403,0.288287721169342,269420.338260774,834106.108570901,"fit2",1996,"SST"
"548","log_SSB",426375.114175084,0.289891659296354,241563.373858052,752579.892739217,"fit2",1997,"SST"
"549","log_SSB",337136.193494372,0.302540592231444,186327.787846913,610004.628280452,"fit2",1998,"SST"
"550","log_SSB",317390.50034909,0.307719356969202,173643.255427401,580136.15019999,"fit2",1999,"SST"
"551","log_SSB",300863.608489347,0.313176038365192,162850.401783201,555840.881705264,"fit2",2000,"SST"
"552","log_SSB",283825.19907708,0.325236686702737,150038.907908897,536905.691689369,"fit2",2001,"SST"
"553","log_SSB",245361.087465338,0.334117011505134,127467.522845106,472293.348913109,"fit2",2002,"SST"
"554","log_SSB",225451.415877949,0.325191357360384,119191.28322514,426443.440711705,"fit2",2003,"SST"
"555","log_SSB",240006.478668331,0.29140963170571,135572.023694868,424889.355730351,"fit2",2004,"SST"
"556","log_SSB",287790.898562056,0.290556192986432,162836.076887856,508631.765626457,"fit2",2005,"SST"
"557","log_SSB",313407.439084595,0.298271170101514,174668.968316425,562345.010795645,"fit2",2006,"SST"
"558","log_SSB",285522.924478447,0.312633268394668,154711.34891997,526938.333689379,"fit2",2007,"SST"
"559","log_SSB",288018.713167826,0.316490647057483,154888.234033269,535578.313308371,"fit2",2008,"SST"
"560","log_SSB",277026.880318404,0.31200817882103,150291.766053832,510632.714179823,"fit2",2009,"SST"
"561","log_SSB",354323.48086083,0.289460379964295,200912.188385175,624875.624014647,"fit2",2010,"SST"
"562","log_SSB",397615.443261932,0.277663614033088,230733.792306731,685196.733169502,"fit2",2011,"SST"
"563","log_SSB",414461.304586572,0.277617234329962,240531.206165816,714161.691274201,"fit2",2012,"SST"
"564","log_SSB",442041.724779525,0.289706270726597,250530.328975819,779949.027508432,"fit2",2013,"SST"
"565","log_SSB",333518.706998329,0.303337349199836,184040.851557276,604402.375758513,"fit2",2014,"SST"
"566","log_SSB",302695.193982147,0.323565479281447,160539.175892748,570729.106776414,"fit2",2015,"SST"
"567","log_SSB",300528.655887223,0.276357471459073,174841.957530687,516566.356754095,"fit2",2016,"SST"
"568","log_SSB",397595.165980022,0.261494029255072,238151.26032261,663787.862371741,"fit2",2017,"SST"
"569","log_SSB",383903.449370985,0.276965148265524,223081.995441993,660662.274187266,"fit2",2018,"SST"
"570","log_SSB",306309.96685735,0.305146973494827,168428.189652831,557067.056230595,"fit2",2019,"SST"
"571","log_SSB",223703.128097664,0.344146550634886,113953.744106609,439152.65718573,"fit2",2020,"SST"
"572","log_SSB",252833.5648216,0.343241881957565,129021.27807273,495459.450218462,"fit2",2021,"SST"
"573","log_SSB",127417.613270036,0.345380066020399,64749.4402600157,250739.59104876,"fit3",1970,"SST"
"574","log_SSB",132262.703890241,0.353796192525341,66111.9547093086,264603.019488313,"fit3",1971,"SST"
"575","log_SSB",129392.928581005,0.36738995527856,62976.9899304638,265851.543321703,"fit3",1972,"SST"
"576","log_SSB",113857.737121735,0.396869137009805,52304.7003860088,247847.405812685,"fit3",1973,"SST"
"577","log_SSB",103837.055629548,0.372790263397325,50006.549228368,215614.440272099,"fit3",1974,"SST"
"578","log_SSB",112346.214522623,0.287545962705405,63943.2018064025,197388.80070124,"fit3",1975,"SST"
"579","log_SSB",145713.783111232,0.219943060904952,94685.0299102235,224243.543131571,"fit3",1976,"SST"
"580","log_SSB",162245.912991375,0.218442456973163,105738.170631002,248952.068352569,"fit3",1977,"SST"
"581","log_SSB",152011.717677266,0.249520722470932,93213.9130137839,247898.211372971,"fit3",1978,"SST"
"582","log_SSB",160442.454667748,0.259957430726495,96391.5725544249,267054.272252669,"fit3",1979,"SST"
"583","log_SSB",214882.209994617,0.250245328587158,131579.229182727,350924.416102539,"fit3",1980,"SST"
"584","log_SSB",238205.044843298,0.23860054743796,149227.914196757,380234.781771349,"fit3",1981,"SST"
"585","log_SSB",390562.081709461,0.225375713314092,251099.817308351,607482.479694158,"fit3",1982,"SST"
"586","log_SSB",548856.517109477,0.22525334883648,352954.971907373,853489.822641176,"fit3",1983,"SST"
"587","log_SSB",614322.544522248,0.241422405542036,382730.923307483,986050.945261864,"fit3",1984,"SST"
"588","log_SSB",572438.280676871,0.272366036278235,335649.51043764,976273.091407272,"fit3",1985,"SST"
"589","log_SSB",536060.46337712,0.301221108547293,297036.072234966,967427.350604004,"fit3",1986,"SST"
"590","log_SSB",520550.18985009,0.296775721933878,290965.846597964,931286.277483197,"fit3",1987,"SST"
"591","log_SSB",521260.441845219,0.289029911614748,295820.005094377,918505.995380493,"fit3",1988,"SST"
"592","log_SSB",540191.644580387,0.267442217929094,319813.248445883,912429.407763702,"fit3",1989,"SST"
"593","log_SSB",554475.202913484,0.263120051351138,331062.369599237,928655.077948364,"fit3",1990,"SST"
"594","log_SSB",552510.509256974,0.265886827667096,328105.194617449,930396.311449212,"fit3",1991,"SST"
"595","log_SSB",509366.782473509,0.262330307251778,304600.459526944,851786.367920644,"fit3",1992,"SST"
"596","log_SSB",546286.560273403,0.249903914224029,334732.599237433,891544.494367171,"fit3",1993,"SST"
"597","log_SSB",633760.459999586,0.241538845883535,394750.895543506,1017482.9878622,"fit3",1994,"SST"
"598","log_SSB",527451.845670092,0.242150702263501,328140.607168119,847823.900558126,"fit3",1995,"SST"
"599","log_SSB",487763.938765602,0.239881376413753,304802.51009805,780550.199155517,"fit3",1996,"SST"
"600","log_SSB",435935.707086234,0.241331852954048,271641.814460401,699597.52363706,"fit3",1997,"SST"
"601","log_SSB",344319.939022153,0.251612598092447,210273.820429362,563818.264043222,"fit3",1998,"SST"
"602","log_SSB",325881.889582721,0.255790877516722,197390.676405043,538014.296785152,"fit3",1999,"SST"
"603","log_SSB",312756.331291884,0.260624693238025,187654.028654827,521259.913599209,"fit3",2000,"SST"
"604","log_SSB",298641.15883311,0.270972336049537,175587.402049017,507932.463880783,"fit3",2001,"SST"
"605","log_SSB",262210.442842765,0.278556598004815,151893.021361033,452649.606411986,"fit3",2002,"SST"
"606","log_SSB",245655.788118329,0.272761042974886,143928.935827518,419281.68154009,"fit3",2003,"SST"
"607","log_SSB",269937.220828644,0.249003256760023,165694.052939994,439762.935940016,"fit3",2004,"SST"
"608","log_SSB",329657.647547609,0.249063022998616,202328.205626853,537118.214684551,"fit3",2005,"SST"
"609","log_SSB",368218.21764998,0.256777229910533,222603.547315653,609085.782523797,"fit3",2006,"SST"
"610","log_SSB",341817.934992868,0.267886517167489,202192.591781542,577862.421433458,"fit3",2007,"SST"
"611","log_SSB",348707.169071942,0.27073756570111,205118.299642256,592812.4890575,"fit3",2008,"SST"
"612","log_SSB",334701.082715039,0.266125849662881,198667.222806501,563881.717316451,"fit3",2009,"SST"
"613","log_SSB",417848.655104651,0.247000006798456,257494.737888187,678062.394613213,"fit3",2010,"SST"
"614","log_SSB",454595.679078474,0.236384438812497,286029.486859885,722503.241555837,"fit3",2011,"SST"
"615","log_SSB",460963.568122964,0.235186211991914,290718.090495949,730905.361871918,"fit3",2012,"SST"
"616","log_SSB",483260.130943092,0.243800549188522,299677.233052303,779306.294910881,"fit3",2013,"SST"
"617","log_SSB",356687.960938167,0.253454266396915,217042.020669599,586182.809603964,"fit3",2014,"SST"
"618","log_SSB",312489.12543052,0.268495198203475,184623.585892065,528911.043735328,"fit3",2015,"SST"
"619","log_SSB",280357.655052501,0.226973463969857,179683.709921335,437437.621813063,"fit3",2016,"SST"
"620","log_SSB",348036.324334455,0.211981707026148,229711.163491967,527311.259996616,"fit3",2017,"SST"
"621","log_SSB",318774.669189288,0.226253681728778,204593.947470538,496677.887948631,"fit3",2018,"SST"
"622","log_SSB",238823.122495172,0.255207148138592,144823.707785272,393833.88749383,"fit3",2019,"SST"
"623","log_SSB",164508.599580332,0.298859810375004,91578.5997853957,295517.505173711,"fit3",2020,"SST"
"624","log_SSB",186399.842856163,0.29656277081166,104233.234584623,333338.033260342,"fit3",2021,"SST"
"625","log_SSB",108129.537519339,0.329559313738644,56678.4277252999,206286.542400455,"fit0",1970,"noise1"
"626","log_SSB",111721.973797463,0.339178010185951,57467.7837579779,217196.4640531,"fit0",1971,"noise1"
"627","log_SSB",108426.470390062,0.355190506012606,54049.4224850996,217510.177550703,"fit0",1972,"noise1"
"628","log_SSB",93347.3002204533,0.390621915085723,43410.7885778134,200727.025329848,"fit0",1973,"noise1"
"629","log_SSB",84163.8280033055,0.362446813472498,41362.2851278023,171256.252460014,"fit0",1974,"noise1"
"630","log_SSB",92678.9999107487,0.263066947251602,55341.9213140028,155205.978045494,"fit0",1975,"noise1"
"631","log_SSB",123203.255393654,0.191767789092929,84603.0745184916,179414.781625653,"fit0",1976,"noise1"
"632","log_SSB",135998.558675343,0.190781442365874,93570.265868261,197665.442009226,"fit0",1977,"noise1"
"633","log_SSB",123281.868237321,0.224334318858375,79422.2122475064,191362.323032766,"fit0",1978,"noise1"
"634","log_SSB",127120.491536904,0.237654999826868,79784.6866381399,202540.362687334,"fit0",1979,"noise1"
"635","log_SSB",168537.986666689,0.230957452476511,107177.30913222,265028.607077818,"fit0",1980,"noise1"
"636","log_SSB",185466.565261132,0.221423590409696,120167.233778043,286249.801616444,"fit0",1981,"noise1"
"637","log_SSB",304342.652281422,0.209319845643891,201923.177337597,458711.333780325,"fit0",1982,"noise1"
"638","log_SSB",424734.451223869,0.211172432643588,280778.523232401,642496.982958785,"fit0",1983,"noise1"
"639","log_SSB",462973.247471135,0.232870467173037,293313.838201205,730767.525966283,"fit0",1984,"noise1"
"640","log_SSB",408942.957021887,0.278461769098343,236936.129610205,705820.350711943,"fit0",1985,"noise1"
"641","log_SSB",362001.381885817,0.325749565847034,191173.019665165,685478.529955551,"fit0",1986,"noise1"
"642","log_SSB",349056.139971152,0.324534712456651,184776.083467629,659393.718954464,"fit0",1987,"noise1"
"643","log_SSB",349902.974223911,0.317318223812949,187862.851043043,651709.961234898,"fit0",1988,"noise1"
"644","log_SSB",370038.67847302,0.289697660952631,209725.623385162,652894.106861657,"fit0",1989,"noise1"
"645","log_SSB",379717.615564892,0.285697157867684,216905.42523229,664738.871403861,"fit0",1990,"noise1"
"646","log_SSB",374243.985691307,0.292035928628847,211139.179131379,663347.09362001,"fit0",1991,"noise1"
"647","log_SSB",344215.522484493,0.288158452081075,195679.362480471,605502.411789067,"fit0",1992,"noise1"
"648","log_SSB",374296.628699147,0.270330129333986,220346.554444536,635807.383549585,"fit0",1993,"noise1"
"649","log_SSB",440582.324573111,0.258128283002226,265646.341828665,730718.832376934,"fit0",1994,"noise1"
"650","log_SSB",368549.563157019,0.259259353307061,221722.559838548,612606.947178204,"fit0",1995,"noise1"
"651","log_SSB",345756.904422124,0.255570819365384,209519.567047454,570580.775057127,"fit0",1996,"noise1"
"652","log_SSB",311391.094593938,0.257524988702786,187973.44129994,515841.031168279,"fit0",1997,"noise1"
"653","log_SSB",243456.882018866,0.272516416498675,142709.011807352,415329.436114102,"fit0",1998,"noise1"
"654","log_SSB",230068.705892024,0.278133269485821,133384.612385247,396834.451023114,"fit0",1999,"noise1"
"655","log_SSB",218663.622346201,0.285152838035453,125040.166218171,382387.365465719,"fit0",2000,"noise1"
"656","log_SSB",204531.802204058,0.30101362386062,113379.066175488,368968.095469144,"fit0",2001,"noise1"
"657","log_SSB",175205.507426545,0.31307941132569,94852.5866433196,323628.178407247,"fit0",2002,"noise1"
"658","log_SSB",162403.716094558,0.30269193175783,89730.3555348432,293935.835248976,"fit0",2003,"noise1"
"659","log_SSB",176936.501531573,0.261824746735401,105912.620176129,295588.24550059,"fit0",2004,"noise1"
"660","log_SSB",209263.033979373,0.26063105272226,125556.409179689,348775.643365058,"fit0",2005,"noise1"
"661","log_SSB",222978.006563537,0.270936503694813,131110.121744549,379217.033357042,"fit0",2006,"noise1"
"662","log_SSB",197249.091648881,0.289781117702717,111775.943588707,348082.090896698,"fit0",2007,"noise1"
"663","log_SSB",195407.832254417,0.294781802841854,109652.523465539,348229.294680762,"fit0",2008,"noise1"
"664","log_SSB",186770.315138335,0.28789125440385,106230.657269103,328371.785637239,"fit0",2009,"noise1"
"665","log_SSB",243455.573161255,0.255896355360351,147433.557738953,402015.775867121,"fit0",2010,"noise1"
"666","log_SSB",277577.69700198,0.239210832734439,173685.753325811,443613.689652419,"fit0",2011,"noise1"
"667","log_SSB",290779.973722997,0.23868572231474,182134.033056451,464235.001550426,"fit0",2012,"noise1"
"668","log_SSB",306757.37128556,0.254416870862404,186307.78174123,505078.660475525,"fit0",2013,"noise1"
"669","log_SSB",229381.01245861,0.272789498935114,134386.101718069,391525.970348633,"fit0",2014,"noise1"
"670","log_SSB",206882.616085384,0.300109056151678,114885.710253544,372547.784610246,"fit0",2015,"noise1"
"671","log_SSB",228441.085978827,0.238800534970017,143055.018230358,364792.024835879,"fit0",2016,"noise1"
"672","log_SSB",314444.913371771,0.221352368104165,203763.144536793,485247.730987618,"fit0",2017,"noise1"
"673","log_SSB",302834.430313681,0.237603071021882,190087.444852163,482455.283960162,"fit0",2018,"noise1"
"674","log_SSB",237744.71251754,0.269980404277561,140055.093348974,403573.672177785,"fit0",2019,"noise1"
"675","log_SSB",167501.7691837,0.317549637789416,89890.8919691891,312121.084406261,"fit0",2020,"noise1"
"676","log_SSB",184988.03499889,0.319890639726625,98820.5415373859,346290.078564324,"fit0",2021,"noise1"
"677","log_SSB",126749.926329214,0.345245109689111,64427.1833817543,249359.710935478,"fit1",1970,"noise1"
"678","log_SSB",131552.01415232,0.353706714264424,65768.2473201754,263135.070990758,"fit1",1971,"noise1"
"679","log_SSB",128668.114297314,0.36738801784203,62624.4524954033,264361.331351229,"fit1",1972,"noise1"
"680","log_SSB",113149.647065949,0.397090578406891,51956.8579400123,246412.949873345,"fit1",1973,"noise1"
"681","log_SSB",103154.085809475,0.37299117626203,49658.0813508262,214280.639318568,"fit1",1974,"noise1"
"682","log_SSB",111648.865853817,0.287436125818495,63559.9791467745,196121.355195193,"fit1",1975,"noise1"
"683","log_SSB",144897.071153293,0.219738189513062,94192.1443501155,222897.157439825,"fit1",1976,"noise1"
"684","log_SSB",161278.027532543,0.218346249155089,105127.206396133,247420.273556745,"fit1",1977,"noise1"
"685","log_SSB",150938.660330114,0.249705943673165,92522.3171315368,246237.663393796,"fit1",1978,"noise1"
"686","log_SSB",159181.799913961,0.260447507412479,95542.3715458843,265210.555420212,"fit1",1979,"noise1"
"687","log_SSB",213107.93739508,0.251025877515223,130293.300358492,348559.69459542,"fit1",1980,"noise1"
"688","log_SSB",236167.732266224,0.239639818178841,147650.536073512,377751.40711986,"fit1",1981,"noise1"
"689","log_SSB",387211.426396811,0.226563118635256,248366.915995301,603674.157370824,"fit1",1982,"noise1"
"690","log_SSB",544016.769885697,0.22660748287696,348915.372434772,848212.114736202,"fit1",1983,"noise1"
"691","log_SSB",608407.730931306,0.243157460674333,377759.082434613,979883.699079696,"fit1",1984,"noise1"
"692","log_SSB",566036.648575597,0.274916637834346,330240.84318044,970193.40322975,"fit1",1985,"noise1"
"693","log_SSB",529200.109465672,0.304720717626908,291230.203729761,961619.887882051,"fit1",1986,"noise1"
"694","log_SSB",513753.794866259,0.30051901781789,285067.751751726,925895.546295806,"fit1",1987,"noise1"
"695","log_SSB",514435.594009606,0.292887181947309,289747.973753598,913359.209921755,"fit1",1988,"noise1"
"696","log_SSB",533373.849277164,0.271196288753073,313461.911449525,907566.925044251,"fit1",1989,"noise1"
"697","log_SSB",547491.717808801,0.26699881490997,324416.977860383,923956.517461401,"fit1",1990,"noise1"
"698","log_SSB",545454.40991328,0.270022552228315,321299.922383619,925989.994291429,"fit1",1991,"noise1"
"699","log_SSB",502942.210672239,0.266578707594733,298264.598596062,848075.395023491,"fit1",1992,"noise1"
"700","log_SSB",539744.518731587,0.253919408622281,328131.313152674,887827.932975248,"fit1",1993,"noise1"
"701","log_SSB",626492.690035677,0.245291874277859,387364.082623089,1013240.79406205,"fit1",1994,"noise1"
"702","log_SSB",521417.743471829,0.245833383432844,322053.634947302,844196.226047074,"fit1",1995,"noise1"
"703","log_SSB",482243.179387168,0.243425861650943,299266.302117283,777095.457858479,"fit1",1996,"noise1"
"704","log_SSB",430956.93969191,0.244863206947361,266687.161477816,696411.041459398,"fit1",1997,"noise1"
"705","log_SSB",340231.043606522,0.255379735238483,206248.271748648,561251.554023467,"fit1",1998,"noise1"
"706","log_SSB",322000.112209846,0.2596224704353,193580.191305142,535613.02715997,"fit1",1999,"noise1"
"707","log_SSB",309010.048878734,0.264542458073042,183988.007561542,518986.055523745,"fit1",2000,"noise1"
"708","log_SSB",294948.579770685,0.27514500893193,172003.842688847,505771.63480072,"fit1",2001,"noise1"
"709","log_SSB",258831.172411322,0.28297682628589,148642.10335996,450703.900829391,"fit1",2002,"noise1"
"710","log_SSB",242519.31568993,0.277094468787657,140889.543044607,417459.076179207,"fit1",2003,"noise1"
"711","log_SSB",266697.460309792,0.252891301040417,162462.622260836,437808.613119004,"fit1",2004,"noise1"
"712","log_SSB",325709.175773069,0.253061014928411,198344.475659324,534859.702192995,"fit1",2005,"noise1"
"713","log_SSB",363655.589249588,0.26102890703274,218020.823432147,606572.27832929,"fit1",2006,"noise1"
"714","log_SSB",337375.706505624,0.272452334698641,197786.979306725,575479.577771676,"fit1",2007,"noise1"
"715","log_SSB",344089.346252668,0.275354254917647,200578.764798083,590279.226835282,"fit1",2008,"noise1"
"716","log_SSB",330293.571298668,0.270550732185867,194358.119452882,561303.24551569,"fit1",2009,"noise1"
"717","log_SSB",412655.236334419,0.250729970287794,252442.05159017,674548.249792651,"fit1",2010,"noise1"
"718","log_SSB",449104.897107592,0.239754678416084,280714.268691919,718507.148018826,"fit1",2011,"noise1"
"719","log_SSB",455355.275729319,0.238510247958235,285316.147246151,726732.185107065,"fit1",2012,"noise1"
"720","log_SSB",477125.139630741,0.247396154387754,293795.02817508,774854.497306172,"fit1",2013,"noise1"
"721","log_SSB",351996.012996744,0.257332559521953,212565.044258627,582886.022477213,"fit1",2014,"noise1"
"722","log_SSB",308230.605377778,0.272816609326133,180571.652778411,526140.757033103,"fit1",2015,"noise1"
"723","log_SSB",277303.911724038,0.230105246764525,176638.942326071,435336.955966948,"fit1",2016,"noise1"
"724","log_SSB",344643.37025534,0.21468598445631,226269.245839478,524945.63377484,"fit1",2017,"noise1"
"725","log_SSB",315551.701105118,0.229212200184645,201354.41752195,494515.478208859,"fit1",2018,"noise1"
